tax_transaction_id,order_id,transaction_date,destination_country,tax_type,taxable_amount,tax_rate,tax_amount,currency
TAX-ORD-1194,ORD-1194,2024-10-19,UK,VAT,276.18,0.2,55.24,GBP
DUTY-ORD-1194,ORD-1194,2024-10-19,UK,DUTY,276.18,0.12,33.14,GBP
TAX-ORD-1195,ORD-1195,2024-10-11,UK,VAT,365.63,0.2,73.13,GBP
DUTY-ORD-1195,ORD-1195,2024-10-11,UK,DUTY,365.63,0.08,29.25,GBP
TAX-ORD-1196,ORD-1196,2024-12-27,US,VAT,298.95,0.08,23.92,USD
TAX-ORD-1197,ORD-1197,2024-10-28,DE,VAT,122.76,0.19,23.32,EUR
DUTY-ORD-1197,ORD-1197,2024-10-28,DE,DUTY,122.76,0.05,6.14,EUR
TAX-ORD-1198,ORD-1198,2024-10-13,CA,VAT,382.39,0.13,49.71,CAD
DUTY-ORD-1198,ORD-1198,2024-10-13,CA,DUTY,382.39,0.08,30.59,CAD
TAX-ORD-1199,ORD-1199,2024-12-19,UK,VAT,110.71000000000001,0.2,22.14,GBP
DUTY-ORD-1199,ORD-1199,2024-12-19,UK,DUTY,110.71000000000001,0.08,8.86,GBP
TAX-ORD-1200,ORD-1200,2024-11-16,US,VAT,212.41,0.08,16.99,USD
TAX-ORD-1201,ORD-1201,2024-10-30,UK,VAT,331.1,0.2,66.22,GBP
TAX-ORD-1202,ORD-1202,2024-12-26,JP,VAT,219.1,0.1,21.91,JPY
DUTY-ORD-1202,ORD-1202,2024-12-26,JP,DUTY,219.1,0.05,10.96,JPY
TAX-ORD-1203,ORD-1203,2024-11-23,DE,VAT,369.51,0.19,70.21,EUR
DUTY-ORD-1203,ORD-1203,2024-11-23,DE,DUTY,369.51,0.12,44.34,EUR
TAX-ORD-1204,ORD-1204,2024-12-01,CA,VAT,96.17,0.13,12.5,CAD
DUTY-ORD-1204,ORD-1204,2024-12-01,CA,DUTY,96.17,0.12,11.54,CAD
TAX-ORD-1205,ORD-1205,2024-11-04,CA,VAT,423.97,0.13,55.12,CAD
DUTY-ORD-1205,ORD-1205,2024-11-04,CA,DUTY,423.97,0.05,21.2,CAD
TAX-ORD-1206,ORD-1206,2024-11-27,JP,VAT,189.35999999999999,0.1,18.94,JPY
TAX-ORD-1207,ORD-1207,2024-10-11,US,VAT,398.54,0.08,31.88,USD
TAX-ORD-1208,ORD-1208,2024-11-06,UK,VAT,339.2,0.2,67.84,GBP
DUTY-ORD-1208,ORD-1208,2024-11-06,UK,DUTY,339.2,0.12,40.7,GBP
TAX-ORD-1209,ORD-1209,2024-10-11,US,VAT,93.82,0.08,7.51,USD
TAX-ORD-1210,ORD-1210,2024-11-08,US,VAT,270.02,0.08,21.6,USD
TAX-ORD-1211,ORD-1211,2024-12-03,US,VAT,253.73000000000002,0.08,20.3,USD
TAX-ORD-1212,ORD-1212,2024-10-01,US,VAT,237.46,0.08,19.0,USD
TAX-ORD-1213,ORD-1213,2024-12-07,DE,VAT,278.43,0.19,52.9,EUR
DUTY-ORD-1213,ORD-1213,2024-12-07,DE,DUTY,278.43,0.12,33.41,EUR
TAX-ORD-1214,ORD-1214,2024-12-21,UK,VAT,328.35,0.2,65.67,GBP
DUTY-ORD-1214,ORD-1214,2024-12-21,UK,DUTY,328.35,0.12,39.4,GBP
TAX-ORD-1215,ORD-1215,2024-12-24,DE,VAT,323.71,0.19,61.5,EUR
TAX-ORD-1216,ORD-1216,2024-11-13,US,VAT,320.49,0.08,25.64,USD
TAX-ORD-1217,ORD-1217,2024-10-24,US,VAT,319.43,0.08,25.55,USD
TAX-ORD-1218,ORD-1218,2024-10-26,UK,VAT,151.62,0.2,30.32,GBP
DUTY-ORD-1218,ORD-1218,2024-10-26,UK,DUTY,151.62,0.12,18.19,GBP
TAX-ORD-1219,ORD-1219,2024-11-02,CA,VAT,178.75,0.13,23.24,CAD
DUTY-ORD-1219,ORD-1219,2024-11-02,CA,DUTY,178.75,0.12,21.45,CAD
TAX-ORD-1220,ORD-1220,2024-10-16,UK,VAT,184.01,0.2,36.8,GBP
DUTY-ORD-1220,ORD-1220,2024-10-16,UK,DUTY,184.01,0.08,14.72,GBP
TAX-ORD-1221,ORD-1221,2024-10-24,UK,VAT,396.05,0.2,79.21,GBP
TAX-ORD-1222,ORD-1222,2024-10-11,JP,VAT,111.53,0.1,11.15,JPY
DUTY-ORD-1222,ORD-1222,2024-10-11,JP,DUTY,111.53,0.12,13.38,JPY
TAX-ORD-1223,ORD-1223,2024-12-24,UK,VAT,335.65,0.2,67.13,GBP
TAX-ORD-1225,ORD-1225,2024-10-08,CA,VAT,192.14000000000001,0.13,24.98,CAD
TAX-ORD-1226,ORD-1226,2024-12-17,UK,VAT,96.12,0.2,19.22,GBP
DUTY-ORD-1226,ORD-1226,2024-12-17,UK,DUTY,96.12,0.12,11.53,GBP
TAX-ORD-1227,ORD-1227,2024-11-19,US,VAT,95.24,0.08,7.62,USD
TAX-ORD-1228,ORD-1228,2024-10-10,CA,VAT,194.75,0.13,25.32,CAD
DUTY-ORD-1228,ORD-1228,2024-10-10,CA,DUTY,194.75,0.12,23.37,CAD
TAX-ORD-1229,ORD-1229,2024-10-24,UK,VAT,257.34000000000003,0.2,51.47,GBP
TAX-ORD-1230,ORD-1230,2024-10-28,US,VAT,369.94,0.08,29.6,USD
TAX-ORD-1232,ORD-1232,2024-11-10,AU,VAT,252.88,0.1,25.29,AUD
TAX-ORD-1233,ORD-1233,2024-12-29,DE,VAT,278.94,0.19,53.0,EUR
TAX-ORD-1235,ORD-1235,2024-10-17,US,VAT,151.34,0.08,12.11,USD
TAX-ORD-1236,ORD-1236,2024-12-13,JP,VAT,271.24,0.1,27.12,JPY
DUTY-ORD-1236,ORD-1236,2024-12-13,JP,DUTY,271.24,0.08,21.7,JPY
TAX-ORD-1237,ORD-1237,2024-10-17,DE,VAT,304.12,0.19,57.78,EUR
DUTY-ORD-1237,ORD-1237,2024-10-17,DE,DUTY,304.12,0.05,15.21,EUR
TAX-ORD-1238,ORD-1238,2024-12-04,US,VAT,95.28,0.08,7.62,USD
TAX-ORD-1239,ORD-1239,2024-10-29,JP,VAT,452.72,0.1,45.27,JPY
DUTY-ORD-1239,ORD-1239,2024-10-29,JP,DUTY,452.72,0.12,54.33,JPY
TAX-ORD-1240,ORD-1240,2024-12-10,CA,VAT,326.49,0.13,42.44,CAD
DUTY-ORD-1240,ORD-1240,2024-12-10,CA,DUTY,326.49,0.08,26.12,CAD
TAX-ORD-1241,ORD-1241,2024-12-14,AU,VAT,318.14,0.1,31.81,AUD
DUTY-ORD-1241,ORD-1241,2024-12-14,AU,DUTY,318.14,0.08,25.45,AUD
TAX-ORD-1242,ORD-1242,2024-10-04,JP,VAT,337.41999999999996,0.1,33.74,JPY
TAX-ORD-1243,ORD-1243,2024-11-23,US,VAT,382.54,0.08,30.6,USD
TAX-ORD-1244,ORD-1244,2024-11-01,AU,VAT,183.85,0.1,18.39,AUD
DUTY-ORD-1244,ORD-1244,2024-11-01,AU,DUTY,183.85,0.05,9.19,AUD
TAX-ORD-1245,ORD-1245,2024-11-23,US,VAT,274.55,0.08,21.96,USD
TAX-ORD-1246,ORD-1246,2024-11-14,US,VAT,216.74,0.08,17.34,USD
TAX-ORD-1247,ORD-1247,2024-11-04,US,VAT,58.22,0.08,4.66,USD
TAX-ORD-1248,ORD-1248,2024-10-21,JP,VAT,337.06,0.1,33.71,JPY
DUTY-ORD-1248,ORD-1248,2024-10-21,JP,DUTY,337.06,0.12,40.45,JPY
TAX-ORD-1249,ORD-1249,2024-12-05,FR,VAT,273.82,0.2,54.76,EUR
DUTY-ORD-1249,ORD-1249,2024-12-05,FR,DUTY,273.82,0.08,21.91,EUR
TAX-ORD-1250,ORD-1250,2024-10-31,UK,VAT,58.19,0.2,11.64,GBP
DUTY-ORD-1250,ORD-1250,2024-10-31,UK,DUTY,58.19,0.12,6.98,GBP
TAX-ORD-1251,ORD-1251,2024-12-26,CA,VAT,344.98,0.13,44.85,CAD
DUTY-ORD-1251,ORD-1251,2024-12-26,CA,DUTY,344.98,0.08,27.6,CAD
TAX-ORD-1252,ORD-1252,2024-11-16,UK,VAT,207.23,0.2,41.45,GBP
DUTY-ORD-1252,ORD-1252,2024-11-16,UK,DUTY,207.23,0.12,24.87,GBP
TAX-ORD-1253,ORD-1253,2024-11-19,DE,VAT,175.87,0.19,33.42,EUR
TAX-ORD-1254,ORD-1254,2024-11-17,UK,VAT,425.28,0.2,85.06,GBP
TAX-ORD-1255,ORD-1255,2024-12-04,US,VAT,296.9,0.08,23.75,USD
TAX-ORD-1256,ORD-1256,2024-12-05,JP,VAT,154.67000000000002,0.1,15.47,JPY
DUTY-ORD-1256,ORD-1256,2024-12-05,JP,DUTY,154.67000000000002,0.05,7.73,JPY
TAX-ORD-1257,ORD-1257,2024-11-08,CA,VAT,223.5,0.13,29.05,CAD
TAX-ORD-1258,ORD-1258,2024-10-03,AU,VAT,417.31,0.1,41.73,AUD
DUTY-ORD-1258,ORD-1258,2024-10-03,AU,DUTY,417.31,0.08,33.38,AUD
TAX-ORD-1259,ORD-1259,2024-12-28,CA,VAT,152.54000000000002,0.13,19.83,CAD
DUTY-ORD-1259,ORD-1259,2024-12-28,CA,DUTY,152.54000000000002,0.08,12.2,CAD
TAX-ORD-1260,ORD-1260,2024-10-22,AU,VAT,318.86,0.1,31.89,AUD
DUTY-ORD-1260,ORD-1260,2024-10-22,AU,DUTY,318.86,0.08,25.51,AUD
TAX-ORD-1261,ORD-1261,2024-10-05,AU,VAT,108.67999999999999,0.1,10.87,AUD
DUTY-ORD-1261,ORD-1261,2024-10-05,AU,DUTY,108.67999999999999,0.08,8.69,AUD
TAX-ORD-1262,ORD-1262,2024-12-28,CA,VAT,260.14,0.13,33.82,CAD
TAX-ORD-1263,ORD-1263,2024-10-08,CA,VAT,241.92,0.13,31.45,CAD
TAX-ORD-1264,ORD-1264,2024-10-23,CA,VAT,251.45,0.13,32.69,CAD
DUTY-ORD-1264,ORD-1264,2024-10-23,CA,DUTY,251.45,0.05,12.57,CAD
TAX-ORD-1265,ORD-1265,2024-11-01,US,VAT,402.62,0.08,32.21,USD
TAX-ORD-1266,ORD-1266,2024-12-28,UK,VAT,175.92000000000002,0.2,35.18,GBP
DUTY-ORD-1266,ORD-1266,2024-12-28,UK,DUTY,175.92000000000002,0.12,21.11,GBP
TAX-ORD-1267,ORD-1267,2024-12-09,JP,VAT,376.44,0.1,37.64,JPY
DUTY-ORD-1267,ORD-1267,2024-12-09,JP,DUTY,376.44,0.05,18.82,JPY
TAX-ORD-1268,ORD-1268,2024-10-11,UK,VAT,132.32,0.2,26.46,GBP
DUTY-ORD-1268,ORD-1268,2024-10-11,UK,DUTY,132.32,0.12,15.88,GBP
TAX-ORD-1269,ORD-1269,2024-11-04,AU,VAT,100.59,0.1,10.06,AUD
TAX-ORD-1270,ORD-1270,2024-12-07,US,VAT,80.83,0.08,6.47,USD
TAX-ORD-1271,ORD-1271,2024-10-18,CA,VAT,374.46999999999997,0.13,48.68,CAD
DUTY-ORD-1271,ORD-1271,2024-10-18,CA,DUTY,374.46999999999997,0.08,29.96,CAD
TAX-ORD-1272,ORD-1272,2024-11-30,US,VAT,411.2,0.08,32.9,USD
TAX-ORD-1273,ORD-1273,2024-10-12,US,VAT,382.41,0.08,30.59,USD
TAX-ORD-1274,ORD-1274,2024-10-23,US,VAT,341.03000000000003,0.08,27.28,USD
TAX-ORD-1275,ORD-1275,2024-11-07,US,VAT,305.58,0.08,24.45,USD
TAX-ORD-1276,ORD-1276,2024-11-28,CA,VAT,245.03,0.13,31.85,CAD
DUTY-ORD-1276,ORD-1276,2024-11-28,CA,DUTY,245.03,0.05,12.25,CAD
TAX-ORD-1277,ORD-1277,2024-10-25,UK,VAT,322.15,0.2,64.43,GBP
DUTY-ORD-1277,ORD-1277,2024-10-25,UK,DUTY,322.15,0.05,16.11,GBP
TAX-ORD-1278,ORD-1278,2024-11-13,CA,VAT,351.7,0.13,45.72,CAD
TAX-ORD-1279,ORD-1279,2024-11-21,CA,VAT,89.03,0.13,11.57,CAD
DUTY-ORD-1279,ORD-1279,2024-11-21,CA,DUTY,89.03,0.12,10.68,CAD
TAX-ORD-1281,ORD-1281,2024-11-08,CA,VAT,142.54999999999998,0.13,18.53,CAD
DUTY-ORD-1281,ORD-1281,2024-11-08,CA,DUTY,142.54999999999998,0.05,7.13,CAD
TAX-ORD-1282,ORD-1282,2024-10-16,US,VAT,304.92,0.08,24.39,USD
TAX-ORD-1283,ORD-1283,2024-11-07,US,VAT,384.65,0.08,30.77,USD
TAX-ORD-1284,ORD-1284,2024-12-17,AU,VAT,414.68,0.1,41.47,AUD
DUTY-ORD-1284,ORD-1284,2024-12-17,AU,DUTY,414.68,0.12,49.76,AUD
TAX-ORD-1285,ORD-1285,2024-12-16,US,VAT,213.38,0.08,17.07,USD
TAX-ORD-1286,ORD-1286,2024-10-08,FR,VAT,126.87,0.2,25.37,EUR
DUTY-ORD-1286,ORD-1286,2024-10-08,FR,DUTY,126.87,0.05,6.34,EUR
TAX-ORD-1287,ORD-1287,2024-11-26,US,VAT,312.42,0.08,24.99,USD
TAX-ORD-1288,ORD-1288,2024-10-08,CA,VAT,255.56,0.13,33.22,CAD
DUTY-ORD-1288,ORD-1288,2024-10-08,CA,DUTY,255.56,0.08,20.44,CAD
TAX-ORD-1289,ORD-1289,2024-11-09,UK,VAT,375.65999999999997,0.2,75.13,GBP
TAX-ORD-1290,ORD-1290,2024-11-14,CA,VAT,77.12,0.13,10.03,CAD
DUTY-ORD-1290,ORD-1290,2024-11-14,CA,DUTY,77.12,0.12,9.25,CAD
TAX-ORD-1291,ORD-1291,2024-11-06,DE,VAT,315.7,0.19,59.98,EUR
TAX-ORD-1292,ORD-1292,2024-11-27,FR,VAT,197.14,0.2,39.43,EUR
TAX-ORD-1293,ORD-1293,2024-10-23,UK,VAT,96.58,0.2,19.32,GBP
DUTY-ORD-1293,ORD-1293,2024-10-23,UK,DUTY,96.58,0.12,11.59,GBP
TAX-ORD-1294,ORD-1294,2024-11-08,AU,VAT,192.69,0.1,19.27,AUD
DUTY-ORD-1294,ORD-1294,2024-11-08,AU,DUTY,192.69,0.12,23.12,AUD
TAX-ORD-1295,ORD-1295,2024-11-14,US,VAT,443.84,0.08,35.51,USD
TAX-ORD-1296,ORD-1296,2024-12-18,FR,VAT,51.339999999999996,0.2,10.27,EUR
DUTY-ORD-1296,ORD-1296,2024-12-18,FR,DUTY,51.339999999999996,0.05,2.57,EUR
TAX-ORD-1297,ORD-1297,2024-11-27,AU,VAT,71.9,0.1,7.19,AUD
DUTY-ORD-1297,ORD-1297,2024-11-27,AU,DUTY,71.9,0.12,8.63,AUD
TAX-ORD-1298,ORD-1298,2024-10-28,DE,VAT,96.1,0.19,18.26,EUR
TAX-ORD-1299,ORD-1299,2024-12-13,CA,VAT,299.74,0.13,38.97,CAD
TAX-ORD-1300,ORD-1300,2024-12-24,UK,VAT,156.44,0.2,31.29,GBP
DUTY-ORD-1300,ORD-1300,2024-12-24,UK,DUTY,156.44,0.12,18.77,GBP
TAX-ORD-1301,ORD-1301,2024-12-03,UK,VAT,271.59000000000003,0.2,54.32,GBP
DUTY-ORD-1301,ORD-1301,2024-12-03,UK,DUTY,271.59000000000003,0.12,32.59,GBP
TAX-ORD-1302,ORD-1302,2024-11-23,US,VAT,106.2,0.08,8.5,USD
TAX-ORD-1303,ORD-1303,2024-10-19,FR,VAT,242.45999999999998,0.2,48.49,EUR
DUTY-ORD-1303,ORD-1303,2024-10-19,FR,DUTY,242.45999999999998,0.05,12.12,EUR
TAX-ORD-1304,ORD-1304,2024-11-01,UK,VAT,68.46,0.2,13.69,GBP
DUTY-ORD-1304,ORD-1304,2024-11-01,UK,DUTY,68.46,0.05,3.42,GBP
TAX-ORD-1305,ORD-1305,2024-10-25,UK,VAT,322.24,0.2,64.45,GBP
DUTY-ORD-1305,ORD-1305,2024-10-25,UK,DUTY,322.24,0.05,16.11,GBP
TAX-ORD-1306,ORD-1306,2024-12-15,CA,VAT,225.87,0.13,29.36,CAD
TAX-ORD-1307,ORD-1307,2024-10-28,JP,VAT,82.23,0.1,8.22,JPY
DUTY-ORD-1307,ORD-1307,2024-10-28,JP,DUTY,82.23,0.12,9.87,JPY
TAX-ORD-1308,ORD-1308,2024-10-27,US,VAT,165.51999999999998,0.08,13.24,USD
TAX-ORD-1310,ORD-1310,2024-11-30,UK,VAT,120.19999999999999,0.2,24.04,GBP
DUTY-ORD-1310,ORD-1310,2024-11-30,UK,DUTY,120.19999999999999,0.08,9.62,GBP
TAX-ORD-1311,ORD-1311,2024-10-29,US,VAT,239.19,0.08,19.14,USD
TAX-ORD-1312,ORD-1312,2024-10-30,DE,VAT,233.49,0.19,44.36,EUR
DUTY-ORD-1312,ORD-1312,2024-10-30,DE,DUTY,233.49,0.12,28.02,EUR
TAX-ORD-1313,ORD-1313,2024-12-22,UK,VAT,322.79,0.2,64.56,GBP
DUTY-ORD-1313,ORD-1313,2024-12-22,UK,DUTY,322.79,0.12,38.73,GBP
TAX-ORD-1314,ORD-1314,2024-12-02,FR,VAT,495.65,0.2,99.13,EUR
DUTY-ORD-1314,ORD-1314,2024-12-02,FR,DUTY,495.65,0.05,24.78,EUR
TAX-ORD-1315,ORD-1315,2024-10-10,AU,VAT,315.15999999999997,0.1,31.52,AUD
DUTY-ORD-1315,ORD-1315,2024-10-10,AU,DUTY,315.15999999999997,0.08,25.21,AUD
TAX-ORD-1316,ORD-1316,2024-10-09,US,VAT,235.94,0.08,18.88,USD
TAX-ORD-1317,ORD-1317,2024-12-18,AU,VAT,45.66,0.1,4.57,AUD
DUTY-ORD-1317,ORD-1317,2024-12-18,AU,DUTY,45.66,0.12,5.48,AUD
TAX-ORD-1318,ORD-1318,2024-11-05,US,VAT,220.8,0.08,17.66,USD
TAX-ORD-1319,ORD-1319,2024-10-14,CA,VAT,134.67,0.13,17.51,CAD
DUTY-ORD-1319,ORD-1319,2024-10-14,CA,DUTY,134.67,0.08,10.77,CAD
TAX-ORD-1320,ORD-1320,2024-11-20,JP,VAT,230.89000000000001,0.1,23.09,JPY
DUTY-ORD-1320,ORD-1320,2024-11-20,JP,DUTY,230.89000000000001,0.08,18.47,JPY
TAX-ORD-1321,ORD-1321,2024-12-27,US,VAT,496.25,0.08,39.7,USD
TAX-ORD-1322,ORD-1322,2024-12-10,CA,VAT,366.28,0.13,47.62,CAD
DUTY-ORD-1322,ORD-1322,2024-12-10,CA,DUTY,366.28,0.12,43.95,CAD
TAX-ORD-1323,ORD-1323,2024-11-12,FR,VAT,92.91,0.2,18.58,EUR
DUTY-ORD-1323,ORD-1323,2024-11-12,FR,DUTY,92.91,0.05,4.65,EUR
TAX-ORD-1324,ORD-1324,2024-12-28,UK,VAT,70.95,0.2,14.19,GBP
DUTY-ORD-1324,ORD-1324,2024-12-28,UK,DUTY,70.95,0.05,3.55,GBP
TAX-ORD-1325,ORD-1325,2024-12-09,US,VAT,397.75,0.08,31.82,USD
TAX-ORD-1326,ORD-1326,2024-10-19,AU,VAT,229.23,0.1,22.92,AUD
DUTY-ORD-1326,ORD-1326,2024-10-19,AU,DUTY,229.23,0.12,27.51,AUD
TAX-ORD-1327,ORD-1327,2024-12-12,UK,VAT,385.42,0.2,77.08,GBP
DUTY-ORD-1327,ORD-1327,2024-12-12,UK,DUTY,385.42,0.08,30.83,GBP
TAX-ORD-1328,ORD-1328,2024-12-28,CA,VAT,488.45,0.13,63.5,CAD
DUTY-ORD-1328,ORD-1328,2024-12-28,CA,DUTY,488.45,0.08,39.08,CAD
TAX-ORD-1329,ORD-1329,2024-10-10,DE,VAT,383.75,0.19,72.91,EUR
DUTY-ORD-1329,ORD-1329,2024-10-10,DE,DUTY,383.75,0.05,19.19,EUR
TAX-ORD-1330,ORD-1330,2024-12-21,JP,VAT,230.14999999999998,0.1,23.02,JPY
DUTY-ORD-1330,ORD-1330,2024-12-21,JP,DUTY,230.14999999999998,0.05,11.51,JPY
TAX-ORD-1331,ORD-1331,2024-10-24,AU,VAT,75.28,0.1,7.53,AUD
DUTY-ORD-1331,ORD-1331,2024-10-24,AU,DUTY,75.28,0.05,3.76,AUD
TAX-ORD-1332,ORD-1332,2024-10-11,UK,VAT,362.47,0.2,72.49,GBP
DUTY-ORD-1332,ORD-1332,2024-10-11,UK,DUTY,362.47,0.08,29.0,GBP
TAX-ORD-1333,ORD-1333,2024-10-14,JP,VAT,212.60999999999999,0.1,21.26,JPY
DUTY-ORD-1333,ORD-1333,2024-10-14,JP,DUTY,212.60999999999999,0.08,17.01,JPY
TAX-ORD-1334,ORD-1334,2024-11-25,CA,VAT,233.62,0.13,30.37,CAD
DUTY-ORD-1334,ORD-1334,2024-11-25,CA,DUTY,233.62,0.05,11.68,CAD
TAX-ORD-1335,ORD-1335,2024-12-16,UK,VAT,189.86,0.2,37.97,GBP
DUTY-ORD-1335,ORD-1335,2024-12-16,UK,DUTY,189.86,0.05,9.49,GBP
TAX-ORD-1336,ORD-1336,2024-12-11,JP,VAT,276.64,0.1,27.66,JPY
DUTY-ORD-1336,ORD-1336,2024-12-11,JP,DUTY,276.64,0.08,22.13,JPY
TAX-ORD-1337,ORD-1337,2024-11-04,UK,VAT,62.78,0.2,12.56,GBP
TAX-ORD-1338,ORD-1338,2024-10-10,JP,VAT,299.52,0.1,29.95,JPY
DUTY-ORD-1338,ORD-1338,2024-10-10,JP,DUTY,299.52,0.08,23.96,JPY
TAX-ORD-1339,ORD-1339,2024-10-14,US,VAT,182.45,0.08,14.6,USD
TAX-ORD-1340,ORD-1340,2024-11-12,DE,VAT,308.67,0.19,58.65,EUR
DUTY-ORD-1340,ORD-1340,2024-11-12,DE,DUTY,308.67,0.12,37.04,EUR
TAX-ORD-1341,ORD-1341,2024-12-28,UK,VAT,411.45,0.2,82.29,GBP
DUTY-ORD-1341,ORD-1341,2024-12-28,UK,DUTY,411.45,0.12,49.37,GBP
TAX-ORD-1342,ORD-1342,2024-12-02,DE,VAT,167.15,0.19,31.76,EUR
DUTY-ORD-1342,ORD-1342,2024-12-02,DE,DUTY,167.15,0.08,13.37,EUR
TAX-ORD-1343,ORD-1343,2024-10-15,US,VAT,448.89,0.08,35.91,USD
TAX-ORD-1344,ORD-1344,2024-11-29,US,VAT,408.96,0.08,32.72,USD
TAX-ORD-1345,ORD-1345,2024-11-22,US,VAT,158.33,0.08,12.67,USD
TAX-ORD-1346,ORD-1346,2024-11-18,JP,VAT,212.53000000000003,0.1,21.25,JPY
DUTY-ORD-1346,ORD-1346,2024-11-18,JP,DUTY,212.53000000000003,0.12,25.5,JPY
TAX-ORD-1347,ORD-1347,2024-12-28,US,VAT,485.79,0.08,38.86,USD
TAX-ORD-1348,ORD-1348,2024-12-25,CA,VAT,55.940000000000005,0.13,7.27,CAD
TAX-ORD-1349,ORD-1349,2024-11-25,US,VAT,134.91,0.08,10.79,USD
TAX-ORD-1350,ORD-1350,2024-12-26,CA,VAT,205.24,0.13,26.68,CAD
TAX-ORD-1351,ORD-1351,2024-10-11,JP,VAT,96.69,0.1,9.67,JPY
TAX-ORD-1352,ORD-1352,2024-12-06,UK,VAT,197.73999999999998,0.2,39.55,GBP
DUTY-ORD-1352,ORD-1352,2024-12-06,UK,DUTY,197.73999999999998,0.12,23.73,GBP
TAX-ORD-1353,ORD-1353,2024-10-15,UK,VAT,89.28999999999999,0.2,17.86,GBP
DUTY-ORD-1353,ORD-1353,2024-10-15,UK,DUTY,89.28999999999999,0.05,4.46,GBP
TAX-ORD-1354,ORD-1354,2024-12-06,US,VAT,241.54000000000002,0.08,19.32,USD
TAX-ORD-1355,ORD-1355,2024-10-24,AU,VAT,205.20999999999998,0.1,20.52,AUD
TAX-ORD-1356,ORD-1356,2024-10-01,US,VAT,388.55,0.08,31.08,USD
TAX-ORD-1357,ORD-1357,2024-12-08,UK,VAT,217.52,0.2,43.5,GBP
TAX-ORD-1358,ORD-1358,2024-12-21,UK,VAT,226.64,0.2,45.33,GBP
DUTY-ORD-1358,ORD-1358,2024-12-21,UK,DUTY,226.64,0.05,11.33,GBP
TAX-ORD-1359,ORD-1359,2024-12-19,AU,VAT,410.28,0.1,41.03,AUD
DUTY-ORD-1359,ORD-1359,2024-12-19,AU,DUTY,410.28,0.08,32.82,AUD
TAX-ORD-1360,ORD-1360,2024-10-31,US,VAT,289.64,0.08,23.17,USD
TAX-ORD-1361,ORD-1361,2024-11-19,UK,VAT,262.64,0.2,52.53,GBP
DUTY-ORD-1361,ORD-1361,2024-11-19,UK,DUTY,262.64,0.05,13.13,GBP
TAX-ORD-1362,ORD-1362,2024-10-18,DE,VAT,279.42,0.19,53.09,EUR
DUTY-ORD-1362,ORD-1362,2024-10-18,DE,DUTY,279.42,0.08,22.35,EUR
TAX-ORD-1363,ORD-1363,2024-10-25,JP,VAT,221.95999999999998,0.1,22.2,JPY
DUTY-ORD-1363,ORD-1363,2024-10-25,JP,DUTY,221.95999999999998,0.08,17.76,JPY
TAX-ORD-1364,ORD-1364,2024-11-26,US,VAT,57.5,0.08,4.6,USD
TAX-ORD-1365,ORD-1365,2024-12-08,DE,VAT,243.63000000000002,0.19,46.29,EUR
DUTY-ORD-1365,ORD-1365,2024-12-08,DE,DUTY,243.63000000000002,0.05,12.18,EUR
TAX-ORD-1366,ORD-1366,2024-10-15,CA,VAT,495.9,0.13,64.47,CAD
TAX-ORD-1368,ORD-1368,2024-11-27,FR,VAT,89.14,0.2,17.83,EUR
DUTY-ORD-1368,ORD-1368,2024-11-27,FR,DUTY,89.14,0.08,7.13,EUR
TAX-ORD-1369,ORD-1369,2024-12-15,FR,VAT,259.7,0.2,51.94,EUR
DUTY-ORD-1369,ORD-1369,2024-12-15,FR,DUTY,259.7,0.05,12.98,EUR
TAX-ORD-1370,ORD-1370,2024-10-27,DE,VAT,260.54999999999995,0.19,49.5,EUR
TAX-ORD-1371,ORD-1371,2024-11-07,US,VAT,436.11,0.08,34.89,USD
TAX-ORD-1372,ORD-1372,2024-11-22,JP,VAT,396.15000000000003,0.1,39.62,JPY
DUTY-ORD-1372,ORD-1372,2024-11-22,JP,DUTY,396.15000000000003,0.08,31.69,JPY
TAX-ORD-1373,ORD-1373,2024-10-19,DE,VAT,314.13,0.19,59.68,EUR
DUTY-ORD-1373,ORD-1373,2024-10-19,DE,DUTY,314.13,0.12,37.7,EUR
TAX-ORD-1374,ORD-1374,2024-11-04,UK,VAT,83.98,0.2,16.8,GBP
TAX-ORD-1375,ORD-1375,2024-12-28,UK,VAT,405.97,0.2,81.19,GBP
DUTY-ORD-1375,ORD-1375,2024-12-28,UK,DUTY,405.97,0.05,20.3,GBP
TAX-ORD-1376,ORD-1376,2024-10-12,UK,VAT,296.53000000000003,0.2,59.31,GBP
DUTY-ORD-1376,ORD-1376,2024-10-12,UK,DUTY,296.53000000000003,0.12,35.58,GBP
TAX-ORD-1377,ORD-1377,2024-11-20,UK,VAT,123.53000000000002,0.2,24.71,GBP
DUTY-ORD-1377,ORD-1377,2024-11-20,UK,DUTY,123.53000000000002,0.05,6.18,GBP
TAX-ORD-1378,ORD-1378,2024-12-10,CA,VAT,228.14,0.13,29.66,CAD
DUTY-ORD-1378,ORD-1378,2024-12-10,CA,DUTY,228.14,0.08,18.25,CAD
TAX-ORD-1379,ORD-1379,2024-10-06,DE,VAT,256.81,0.19,48.79,EUR
TAX-ORD-1380,ORD-1380,2024-11-28,JP,VAT,126.94,0.1,12.69,JPY
DUTY-ORD-1380,ORD-1380,2024-11-28,JP,DUTY,126.94,0.12,15.23,JPY
TAX-ORD-1381,ORD-1381,2024-11-05,UK,VAT,78.38,0.2,15.68,GBP
