order_id,order_date,channel,destination_country,currency,gross_sale_amount,discount_amount,shipping_fee,channel_fee,order_status
ORD-1303,2024-10-19,amazon,FR,EUR,303.07,60.61,16.15,36.37,completed
ORD-1304,2024-11-01,dtc_website,UK,GBP,85.58,17.12,21.94,1.99,completed
ORD-1305,2024-10-25,dtc_website,UK,GBP,322.24,0.0,22.47,9.34,completed
ORD-1306,2024-12-15,tiktok_shop,CA,CAD,265.73,39.86,11.06,18.07,refunded
ORD-1307,2024-10-28,amazon,JP,JPY,102.79,20.56,23.29,12.33,completed
ORD-1308,2024-10-27,dtc_website,US,USD,194.73,29.21,12.61,4.8,completed
ORD-1309,2024-11-15,dtc_website,UK,GBP,447.27,89.45,6.97,10.38,cancelled
ORD-1310,2024-11-30,amazon,UK,GBP,141.41,21.21,13.28,18.03,completed
ORD-1311,2024-10-29,tiktok_shop,US,USD,298.99,59.8,10.9,19.14,completed
ORD-1312,2024-10-30,dtc_website,DE,EUR,274.69,41.2,10.15,6.77,completed
ORD-1313,2024-12-22,tiktok_shop,UK,GBP,379.75,56.96,8.39,25.82,completed
ORD-1314,2024-12-02,dtc_website,FR,EUR,495.65,0.0,15.48,14.37,completed
ORD-1315,2024-10-10,amazon,AU,AUD,393.95,78.79,7.75,47.27,completed
ORD-1316,2024-10-09,tiktok_shop,US,USD,277.58,41.64,6.21,18.88,completed
ORD-1317,2024-12-18,amazon,AU,AUD,57.08,11.42,5.24,6.85,completed
ORD-1318,2024-11-05,tiktok_shop,US,USD,276.0,55.2,21.12,17.66,refunded
ORD-1319,2024-10-14,amazon,CA,CAD,158.44,23.77,21.3,20.2,completed
ORD-1320,2024-11-20,dtc_website,JP,JPY,256.55,25.66,24.8,6.7,completed
ORD-1321,2024-12-27,amazon,US,USD,496.25,0.0,6.87,74.44,completed
ORD-1322,2024-12-10,tiktok_shop,CA,CAD,366.28,0.0,15.0,29.3,completed
ORD-1323,2024-11-12,tiktok_shop,FR,EUR,92.91,0.0,9.6,7.43,refunded
ORD-1324,2024-12-28,amazon,UK,GBP,70.95,0.0,18.69,10.64,completed
ORD-1325,2024-12-09,tiktok_shop,US,USD,467.94,70.19,5.31,31.82,completed
ORD-1326,2024-10-19,amazon,AU,AUD,229.23,0.0,10.99,34.38,completed
ORD-1327,2024-12-12,amazon,UK,GBP,453.44,68.02,12.68,57.81,completed
ORD-1328,2024-12-28,tiktok_shop,CA,CAD,488.45,0.0,6.95,39.08,completed
ORD-1329,2024-10-10,dtc_website,DE,EUR,479.69,95.94,24.38,11.13,completed
ORD-1330,2024-12-21,dtc_website,JP,JPY,270.77,40.62,16.06,6.67,completed
ORD-1331,2024-10-24,tiktok_shop,AU,AUD,88.56,13.28,20.96,6.02,completed
ORD-1332,2024-10-11,dtc_website,UK,GBP,402.75,40.28,19.79,10.51,completed
ORD-1333,2024-10-14,dtc_website,JP,JPY,250.13,37.52,7.04,6.17,completed
ORD-1334,2024-11-25,tiktok_shop,CA,CAD,233.62,0.0,6.79,18.69,completed
ORD-1335,2024-12-16,tiktok_shop,UK,GBP,223.36,33.5,13.28,15.19,completed
ORD-1336,2024-12-11,amazon,JP,JPY,307.38,30.74,18.71,41.5,completed
ORD-1337,2024-11-04,dtc_website,UK,GBP,78.47,15.69,10.52,1.82,completed
ORD-1338,2024-10-10,dtc_website,JP,JPY,374.4,74.88,16.88,8.69,completed
ORD-1339,2024-10-14,dtc_website,US,USD,228.06,45.61,21.08,5.29,completed
ORD-1340,2024-11-12,tiktok_shop,DE,EUR,342.97,34.3,11.01,24.69,completed
ORD-1341,2024-12-28,dtc_website,UK,GBP,484.06,72.61,10.83,11.93,completed
ORD-1342,2024-12-02,amazon,DE,EUR,196.65,29.5,21.33,25.07,completed
ORD-1343,2024-10-15,amazon,US,USD,498.77,49.88,18.63,67.33,completed
ORD-1344,2024-11-29,amazon,US,USD,408.96,0.0,21.38,61.34,completed
ORD-1345,2024-11-22,tiktok_shop,US,USD,186.27,27.94,18.17,12.67,completed
ORD-1346,2024-11-18,dtc_website,JP,JPY,265.66,53.13,15.69,6.16,refunded
ORD-1347,2024-12-28,tiktok_shop,US,USD,485.79,0.0,7.19,38.86,completed
ORD-1348,2024-12-25,dtc_website,CA,CAD,69.93,13.99,24.34,1.62,completed
ORD-1349,2024-11-25,dtc_website,US,USD,149.9,14.99,13.92,3.91,completed
ORD-1350,2024-12-26,tiktok_shop,CA,CAD,205.24,0.0,14.66,16.42,completed
ORD-1351,2024-10-11,dtc_website,JP,JPY,113.75,17.06,11.86,2.8,completed
ORD-1352,2024-12-06,tiktok_shop,UK,GBP,247.17,49.43,11.38,15.82,completed
ORD-1353,2024-10-15,dtc_website,UK,GBP,99.21,9.92,23.6,2.59,completed
ORD-1354,2024-12-06,dtc_website,US,USD,301.93,60.39,9.64,7.0,completed
ORD-1355,2024-10-24,dtc_website,AU,AUD,228.01,22.8,13.99,5.95,completed
ORD-1356,2024-10-01,tiktok_shop,US,USD,388.55,0.0,16.55,31.08,completed
ORD-1357,2024-12-08,dtc_website,UK,GBP,255.9,38.38,18.41,6.31,completed
ORD-1358,2024-12-21,dtc_website,UK,GBP,226.64,0.0,11.96,6.57,completed
ORD-1359,2024-12-19,dtc_website,AU,AUD,410.28,0.0,18.44,11.9,completed
ORD-1360,2024-10-31,dtc_website,US,USD,362.05,72.41,13.36,8.4,completed
ORD-1361,2024-11-19,tiktok_shop,UK,GBP,291.82,29.18,16.1,21.01,completed
ORD-1362,2024-10-18,dtc_website,DE,EUR,328.73,49.31,24.04,8.1,completed
ORD-1363,2024-10-25,amazon,JP,JPY,277.45,55.49,13.18,33.29,completed
ORD-1364,2024-11-26,tiktok_shop,US,USD,63.89,6.39,10.84,4.6,completed
ORD-1365,2024-12-08,dtc_website,DE,EUR,304.54,60.91,15.99,7.07,completed
ORD-1366,2024-10-15,dtc_website,CA,CAD,495.9,0.0,20.2,14.38,completed
ORD-1367,2024-10-28,amazon,US,USD,423.53,42.35,10.95,57.18,cancelled
ORD-1368,2024-11-27,dtc_website,FR,EUR,89.14,0.0,20.51,2.59,completed
ORD-1369,2024-12-15,tiktok_shop,FR,EUR,324.62,64.92,8.32,20.78,completed
ORD-1370,2024-10-27,amazon,DE,EUR,306.53,45.98,16.94,39.08,completed
ORD-1371,2024-11-07,dtc_website,US,USD,436.11,0.0,7.71,12.65,completed
ORD-1372,2024-11-22,amazon,JP,JPY,440.17,44.02,19.03,59.42,completed
ORD-1373,2024-10-19,tiktok_shop,DE,EUR,392.66,78.53,14.79,25.13,completed
ORD-1374,2024-11-04,tiktok_shop,UK,GBP,83.98,0.0,13.06,6.72,completed
ORD-1375,2024-12-28,amazon,UK,GBP,477.61,71.64,16.64,60.9,refunded
ORD-1376,2024-10-12,tiktok_shop,UK,GBP,348.86,52.33,22.0,23.72,completed
ORD-1377,2024-11-20,dtc_website,UK,GBP,145.33,21.8,11.46,3.58,completed
ORD-1378,2024-12-10,tiktok_shop,CA,CAD,268.4,40.26,22.88,18.25,completed
ORD-1379,2024-10-06,dtc_website,DE,EUR,256.81,0.0,23.59,7.45,completed
ORD-1380,2024-11-28,dtc_website,JP,JPY,141.04,14.1,22.64,3.68,completed
ORD-1381,2024-11-05,dtc_website,UK,GBP,87.09,8.71,6.04,2.27,completed
ORD-1382,2024-12-29,amazon,UK,GBP,91.04,0.0,5.02,13.66,completed
ORD-1383,2024-10-17,tiktok_shop,CA,CAD,250.28,0.0,18.91,20.02,completed
ORD-1384,2024-11-24,tiktok_shop,UK,GBP,153.03,0.0,19.62,12.24,completed
ORD-1385,2024-11-10,dtc_website,US,USD,222.22,22.22,17.83,5.8,completed
ORD-1386,2024-10-09,tiktok_shop,US,USD,342.51,68.5,12.02,21.92,completed
ORD-1387,2024-10-20,amazon,CA,CAD,249.07,24.91,6.73,33.62,completed
ORD-1388,2024-10-16,tiktok_shop,UK,GBP,483.46,72.52,20.82,32.88,completed
ORD-1389,2024-12-22,dtc_website,CA,CAD,320.0,48.0,20.58,7.89,completed
ORD-1390,2024-12-24,amazon,US,USD,323.12,32.31,19.96,43.62,completed
ORD-1391,2024-10-07,amazon,DE,EUR,157.7,31.54,7.25,18.92,completed
ORD-1392,2024-12-16,dtc_website,FR,EUR,55.43,8.31,23.68,1.37,completed
ORD-1393,2024-12-12,tiktok_shop,CA,CAD,127.75,25.55,24.09,8.18,completed
ORD-1394,2024-10-03,tiktok_shop,US,USD,147.08,0.0,23.97,11.77,completed
ORD-1395,2024-11-06,tiktok_shop,CA,CAD,236.94,47.39,6.65,15.16,completed
ORD-1396,2024-12-18,dtc_website,US,USD,85.56,8.56,24.49,2.23,completed
ORD-1397,2024-11-11,dtc_website,CA,CAD,425.54,0.0,11.2,12.34,completed
ORD-1398,2024-10-31,dtc_website,US,USD,245.52,49.1,17.25,5.7,completed
ORD-1399,2024-12-25,tiktok_shop,AU,AUD,103.75,10.38,19.03,7.47,completed
ORD-1400,2024-11-14,tiktok_shop,DE,EUR,374.34,37.43,12.44,26.95,completed
ORD-1401,2024-11-04,tiktok_shop,US,USD,454.95,68.24,21.14,30.94,completed
ORD-1402,2024-10-09,dtc_website,JP,JPY,332.39,66.48,14.1,7.71,completed
ORD-1403,2024-12-03,amazon,US,USD,120.79,0.0,22.89,18.12,completed
ORD-1404,2024-10-15,dtc_website,CA,CAD,69.82,0.0,9.89,2.02,completed
ORD-1405,2024-11-19,amazon,US,USD,482.15,0.0,16.06,72.32,refunded
ORD-1406,2024-12-23,tiktok_shop,UK,GBP,237.32,35.6,10.43,16.14,completed
ORD-1407,2024-11-17,dtc_website,AU,AUD,73.7,7.37,21.09,1.92,cancelled
ORD-1408,2024-11-21,dtc_website,UK,GBP,177.04,26.56,11.55,4.36,completed
ORD-1409,2024-10-02,dtc_website,US,USD,403.03,40.3,14.28,10.52,completed
ORD-1410,2024-12-03,amazon,DE,EUR,379.61,37.96,8.01,51.25,refunded
ORD-1411,2024-10-04,dtc_website,UK,GBP,427.81,0.0,24.02,12.41,completed
ORD-1412,2024-12-24,dtc_website,AU,AUD,188.38,18.84,15.6,4.92,completed
ORD-1413,2024-12-02,amazon,JP,JPY,114.07,17.11,6.86,14.54,refunded
ORD-1414,2024-12-06,tiktok_shop,FR,EUR,256.31,0.0,16.62,20.5,completed
ORD-1415,2024-12-21,amazon,US,USD,305.52,61.1,18.25,36.66,completed
ORD-1416,2024-11-07,dtc_website,UK,GBP,410.37,61.56,11.36,10.12,completed
ORD-1417,2024-10-10,amazon,US,USD,396.57,0.0,8.11,59.49,completed
ORD-1418,2024-11-29,dtc_website,US,USD,211.23,21.12,14.04,5.51,completed
ORD-1419,2024-10-16,dtc_website,DE,EUR,186.9,0.0,9.3,5.42,refunded
ORD-1420,2024-10-19,dtc_website,US,USD,210.08,0.0,18.54,6.09,completed
ORD-1421,2024-10-23,dtc_website,UK,GBP,253.49,25.35,6.89,6.62,completed
ORD-1422,2024-10-18,dtc_website,US,USD,401.43,40.14,7.61,10.48,completed
ORD-1423,2024-11-17,tiktok_shop,JP,JPY,87.82,13.17,23.35,5.97,completed
ORD-1424,2024-10-09,dtc_website,CA,CAD,414.18,0.0,23.1,12.01,completed
ORD-1425,2024-11-12,dtc_website,JP,JPY,72.79,14.56,21.43,1.69,completed
ORD-1426,2024-10-04,dtc_website,UK,GBP,209.27,20.93,10.5,5.46,completed
ORD-1427,2024-10-20,dtc_website,CA,CAD,160.6,24.09,14.98,3.96,refunded
ORD-1428,2024-12-01,dtc_website,US,USD,111.76,11.18,17.85,2.92,completed
ORD-1429,2024-11-01,tiktok_shop,DE,EUR,407.68,81.54,20.64,26.09,completed
ORD-1430,2024-12-09,amazon,UK,GBP,304.54,45.68,12.77,38.83,completed
ORD-1431,2024-11-10,tiktok_shop,US,USD,414.81,62.22,6.17,28.21,cancelled
ORD-1432,2024-12-07,dtc_website,CA,CAD,154.74,15.47,7.0,4.04,completed
ORD-1433,2024-11-04,tiktok_shop,DE,EUR,381.68,38.17,16.51,27.48,cancelled
ORD-1434,2024-11-19,dtc_website,DE,EUR,430.35,43.04,9.73,11.23,completed
ORD-1435,2024-12-29,dtc_website,CA,CAD,366.55,54.98,23.95,9.04,completed
ORD-1436,2024-12-12,amazon,DE,EUR,414.68,82.94,15.84,49.76,completed
ORD-1437,2024-10-05,dtc_website,US,USD,148.46,29.69,5.01,3.44,refunded
ORD-1438,2024-10-26,amazon,UK,GBP,129.86,19.48,6.19,16.56,completed
ORD-1439,2024-10-19,amazon,DE,EUR,437.3,0.0,12.47,65.59,refunded
ORD-1440,2024-11-20,tiktok_shop,UK,GBP,195.17,19.52,19.65,14.05,completed
ORD-1441,2024-12-21,amazon,CA,CAD,128.39,19.26,9.46,16.37,completed
ORD-1442,2024-10-23,dtc_website,AU,AUD,182.53,18.25,19.58,4.76,refunded
ORD-1443,2024-12-13,dtc_website,JP,JPY,484.33,0.0,8.64,14.05,completed
ORD-1444,2024-12-18,dtc_website,CA,CAD,471.51,47.15,11.62,12.31,completed
ORD-1445,2024-11-14,amazon,US,USD,448.39,0.0,21.43,67.26,completed
ORD-1446,2024-11-12,tiktok_shop,US,USD,162.29,0.0,12.01,12.98,completed
ORD-1447,2024-10-01,dtc_website,UK,GBP,238.84,23.88,22.69,6.23,completed
ORD-1448,2024-11-18,dtc_website,UK,GBP,422.96,42.3,8.25,11.04,completed
ORD-1449,2024-10-05,dtc_website,UK,GBP,478.25,0.0,11.84,13.87,refunded
ORD-1450,2024-10-21,tiktok_shop,CA,CAD,454.16,0.0,11.76,36.33,cancelled
ORD-1451,2024-12-01,tiktok_shop,UK,GBP,344.14,68.83,8.14,22.02,completed
ORD-1452,2024-10-27,amazon,UK,GBP,299.35,44.9,18.21,38.17,completed
ORD-1453,2024-10-13,dtc_website,CA,CAD,427.93,42.79,6.09,11.17,completed
ORD-1454,2024-10-12,dtc_website,AU,AUD,320.1,32.01,6.94,8.35,completed
ORD-1455,2024-12-21,dtc_website,US,USD,429.7,64.45,20.7,10.59,completed
ORD-1456,2024-12-24,dtc_website,CA,CAD,224.39,33.66,22.71,5.53,completed
ORD-1457,2024-11-27,dtc_website,UK,GBP,168.53,25.28,16.28,4.15,completed
ORD-1458,2024-12-29,tiktok_shop,US,USD,204.71,40.94,24.41,13.1,completed
ORD-1459,2024-12-10,dtc_website,UK,GBP,285.16,57.03,16.45,6.62,completed
ORD-1460,2024-11-08,dtc_website,FR,EUR,371.44,37.14,7.41,9.69,completed
ORD-1461,2024-10-23,amazon,US,USD,145.35,14.54,7.52,19.62,completed
ORD-1462,2024-12-27,tiktok_shop,JP,JPY,332.25,49.84,11.39,22.59,completed
ORD-1463,2024-10-09,dtc_website,CA,CAD,298.42,44.76,15.39,7.36,refunded
ORD-1464,2024-10-02,amazon,CA,CAD,285.15,57.03,7.25,34.22,completed
ORD-1465,2024-12-12,tiktok_shop,DE,EUR,472.84,0.0,16.25,37.83,completed
ORD-1466,2024-11-06,amazon,FR,EUR,445.05,66.76,12.66,56.74,completed
ORD-1467,2024-12-17,tiktok_shop,US,USD,231.34,46.27,5.78,14.81,refunded
ORD-1468,2024-11-12,tiktok_shop,US,USD,263.85,39.58,22.94,17.94,completed
ORD-1469,2024-11-08,dtc_website,DE,EUR,436.21,0.0,24.45,12.65,completed
ORD-1470,2024-11-08,amazon,UK,GBP,421.62,63.24,19.58,53.76,completed
ORD-1471,2024-10-12,dtc_website,US,USD,420.79,84.16,20.19,9.76,refunded
ORD-1472,2024-10-08,tiktok_shop,US,USD,190.01,38.0,7.71,12.16,refunded
ORD-1473,2024-12-12,dtc_website,US,USD,424.82,0.0,9.99,12.32,completed
ORD-1474,2024-11-16,tiktok_shop,US,USD,420.58,84.12,17.71,26.92,completed
ORD-1475,2024-10-04,dtc_website,UK,GBP,250.75,50.15,16.74,5.82,completed
ORD-1476,2024-10-21,amazon,US,USD,423.89,0.0,10.7,63.58,completed
ORD-1477,2024-10-21,amazon,DE,EUR,146.44,14.64,17.95,19.77,completed
ORD-1478,2024-11-04,tiktok_shop,CA,CAD,439.08,0.0,14.48,35.13,completed
ORD-1479,2024-10-23,tiktok_shop,US,USD,163.58,24.54,19.25,11.12,completed
ORD-1480,2024-11-05,tiktok_shop,UK,GBP,206.92,31.04,9.36,14.07,completed
ORD-1481,2024-12-06,amazon,UK,GBP,96.04,14.41,16.23,12.24,completed
ORD-1482,2024-11-06,dtc_website,US,USD,78.73,11.81,17.81,1.94,refunded
ORD-1483,2024-11-03,tiktok_shop,JP,JPY,343.16,34.32,8.0,24.71,completed
ORD-1484,2024-10-08,amazon,DE,EUR,320.01,48.0,18.62,40.8,completed
ORD-1485,2024-12-23,tiktok_shop,US,USD,458.11,91.62,12.77,29.32,completed
ORD-1486,2024-12-13,amazon,UK,GBP,371.02,74.2,23.13,44.52,completed
ORD-1487,2024-12-04,dtc_website,US,USD,345.93,34.59,10.88,9.03,completed
ORD-1488,2024-11-03,tiktok_shop,CA,CAD,460.68,69.1,18.09,31.33,completed
ORD-1489,2024-10-29,tiktok_shop,UK,GBP,404.64,60.7,12.43,27.52,completed
ORD-1490,2024-11-29,amazon,UK,GBP,439.88,0.0,14.44,65.98,completed
ORD-1491,2024-10-16,amazon,UK,GBP,184.26,0.0,22.42,27.64,completed
ORD-1492,2024-10-26,dtc_website,JP,JPY,451.78,90.36,7.86,10.48,refunded
ORD-1493,2024-10-24,amazon,UK,GBP,333.96,33.4,11.27,45.08,completed
ORD-1494,2024-11-27,dtc_website,DE,EUR,125.87,12.59,14.79,3.29,completed
ORD-1495,2024-10-12,dtc_website,UK,GBP,243.23,48.65,24.31,5.64,completed
ORD-1496,2024-10-05,tiktok_shop,AU,AUD,477.53,71.63,20.14,32.47,completed
ORD-1497,2024-10-03,tiktok_shop,CA,CAD,161.97,24.3,11.24,11.01,completed
ORD-1498,2024-12-04,tiktok_shop,US,USD,420.73,63.11,23.97,28.61,completed
ORD-1499,2024-12-06,tiktok_shop,UK,GBP,449.59,44.96,11.85,32.37,refunded
